,key,title,authors,abstract,year_published,tags
61,rayyan-354359341,Source-Code Similarity Measurement: Syntax Tree Fingerprinting for Automated Evaluation,"Verma A,Udhayanan P,Shankar RM,Kn N,Chakrabarti SK","A majority of the current automated evaluation tools focus on grading a program based only on functionally testing the outputs. This approach suffers both false positives (i.e. finding errors where there are not any) and false negatives (missing out on actual errors). In this paper, we present a novel system which emulates manual evaluation of programming assignments based on the structure and not the functional output of the program using structural similarity between the given program and a reference solution. We propose an evaluation rubric for scoring structural similarity with respect to a reference solution. We present an ML based approach to map the system predicted scores to the scores computed using the rubric. Empirical evaluation of the system is done on a corpus of Python programs extracted from the popular programming platform, HackerRank, in combination with programming assignments submitted by students undertaking an undergraduate Python programming course. The preliminary results have been encouraging with the errors reported being as low as 12 percent with a deviation of about 3 percent, showing that the automatically generated scores are in high correlation with the instructor assigned scores.",2021,"['approach:fully_automated', 'data:hackerrank', 'data_available:True', 'evaluation:compared_to_human', 'feedback:unclear', 'interaction:unknown', 'language:unknown_language', 'skill:correctness', 'technique:ml', 'technique:model_solution_closeness', 'technique:model_solution_req', 'technique:pattern_matching', 'tool:none', 'type:description', 'type:evaluation']"
62,rayyan-354359342,Autograding Distributed Algorithms in Networked Containers,"Maicus E,Peveler M,Patterson S,Cutler B","We present a container-based system to automatically run and evaluate networked applications that implement distributed algorithms. Our implementation of this design leverages lightweight, networked Docker containers to provide students with fast, accurate, and helpful feedback about the correctness of their submitted code. We provide a simple, easy-to-use interface for instructors to specify networks, deploy and run instances of student and instructor code, and to log and collect statistics concerning node connection types and message content. Instructors further have the ability to control network features such as message delay, drop, and reorder. Running student programs can be interfaced with via stream-controlled standard input or through additional containers running custom instructor software. Student program behavior can be automatically evaluated by analyzing console or file output and instructor-specified rules regarding network communications. Program behavior, including logs of all messages passed within the system, can optionally be displayed to the student to aid in development and debugging. We evaluate the utility of this design and implementation for managing the submission and robust and secure testing of programming projects in a large enrollment theory of distributed systems course. This research has been implemented as an extension to Submitty, an open source, language-agnostic course management platform with automated testing and automated grading of student programming assignments. Submitty supports all levels of courses, from introductory to advanced special topics, and includes features for manual grading by TAs, version control, team submission, discussion forums, and plagiarism detection.",2019,"['approach:semi_automatic', 'data:internal_assignments', 'data_available:False', 'evaluation:none', 'feedback:in_person', 'interaction:single', 'language:unknown_language', 'skill:correctness', 'skill:distrbuted', 'technique:test_cases', 'technique:unit_testing', 'tool:docker', 'tool:submitty', 'type:description']"
63,rayyan-354359344,Applying Gamification to Motivate Students to Write High-Quality Code in Programming Assignments,"Kasahara R,Sakamoto K,Washizaki H,Fukazawa Y","Background: Traditional programming education focuses on training students' ability to write correct code that meets the specifications in programming assignments. In addition to correctness, software engineering studies argue that code quality is important. Problem: Nurturing students' ability to write high-quality code in programming assignments is difficult due to two main reasons. (1) Considering code quality while grading is undesirable because there are no objective and fair measurement metrics. (2) Grading assignments from multiple viewpoints (correctness and quality) is difficult and time-consuming. Approach: We propose applying gamification with code metrics to measure code quality in programming assignments. Our approach can motivate students to write code with good metric scores independent of grading. We implemented our approach and conducted a control experiment in a programming course at a university. Result: Our approach did not interfere with students' submissions but improved metric scores significantly. Hence, our approach can engage students to write high-quality code.",2019,"['approach:fully_automated', 'approach:oj', 'data:internal_assignments', 'data_available:False', 'evaluation:analytics', 'feedback:gamified', 'interaction:multiple', 'language:C', 'skill:code_quality', 'skill:correctness', 'skill:readability', 'technique:code_metrics', 'technique:metrics', 'technique:static_analysis', 'tool:woj', 'type:description', 'type:evaluation']"
64,rayyan-354359345,Effects of Human vs. Automatic Feedback on Students' Understanding of AI Concepts and Programming Style,"Leite A,Blanco SA","The use of automatic grading tools has become nearly ubiquitous in large undergraduate programming courses, and recent work has focused on improving the quality of automatically generated feedback. However, there is a relative lack of data directly comparing student outcomes when receiving computer-generated feedback and human-written feedback. This paper addresses this gap by splitting one 90-student class into two feedback groups and analyzing differences in the two cohorts' performance. The class is an intro to AI with programming HW assignments. One group of students received detailed computer-generated feedback on their programming assignments describing which parts of the algorithms' logic was missing; the other group additionally received human-written feedback describing how their programs' syntax relates to issues with their logic, and qualitative (style) recommendations for improving their code. Results on quizzes and exam questions suggest that human feedback helps students obtain a better conceptual understanding, but analyses found no difference between the groups' ability to collaborate on the final project. The course grade distribution revealed that students who received human-written feedback performed better overall; this effect was the most pronounced in the middle two quartiles of each group. These results suggest that feedback about the syntax-logic relation may be a primary mechanism by which human feedback improves student outcomes.",2020,"['approach:fully_automated', 'data:internal_assignments', 'data_available:on_request', 'evaluation:compared_to_human', 'feedback:fuzz_testing', 'interaction:unknown', 'language:python', 'skill:code_quality', 'skill:correctness', 'technique:static_analysis', 'technique:test_cases', 'tool:none', 'type:evaluation']"
65,rayyan-354359346,Automated Clustering and Program Repair for Introductory Programming Assignments,"Gulwani S,Radiček I,Zuleger F","Providing feedback on programming assignments is a tedious task for the instructor, and even impossible in large Massive Open Online Courses with thousands of students. Previous research has suggested that program repair techniques can be used to generate feedback in programming education. In this paper, we present a novel fully automated program repair algorithm for introductory programming assignments. The key idea of the technique, which enables automation and scalability, is to use the existing correct student solutions to repair the incorrect attempts. We evaluate the approach in two experiments: (I) We evaluate the number, size and quality of the generated repairs on 4,293 incorrect student attempts from an existing MOOC. We find that our approach can repair 97% of student attempts, while 81% of those are small repairs of good quality. (II) We conduct a preliminary user study on performance and repair usefulness in an interactive teaching setting. We obtain promising initial results (the average usefulness grade 3.4 on a scale from 1 to 5), and conclude that our approach can be used in an interactive setting.",2018,"['approach:fully_automated', 'data:bespoke_assignment', 'data_available:False', 'evaluation:compared_to_other_tools', 'evaluation:student_survey', 'feedback:program_repair', 'interaction:unknown', 'language:C', 'language:python', 'skill:correctness', 'technique:cluster', 'technique:clustering', 'technique:code_repair_for_feedback', 'technique:model_solution_closeness', 'technique:program_repair', 'tool:clara', 'type:description', 'type:evaluation']"
66,rayyan-354359347,Automatic Grading of Programming Assignments: An Approach Based on Formal Semantics,"Liu X,Wang S,Wang P,Wu D","Programming assignment grading can be time-consuming and error-prone if done manually. Existing tools generate feedback with failing test cases. However, this method is inefficient and the results are incomplete. In this paper, we present AutoGrader, a tool that automatically determines the correctness of programming assignments and provides counterexamples given a single reference implementation of the problem. Instead of counting the passed tests, our tool searches for semantically different execution paths between a student's submission and the reference implementation. If such a difference is found, the submission is deemed incorrect; otherwise, it is judged to be a correct solution. We use weakest preconditions and symbolic execution to capture the semantics of execution paths and detect potential path differences. AutoGrader is the first automated grading tool that relies on program semantics and generates feedback with counterexamples based on path deviations. It also reduces human efforts in writing test cases and makes the grading more complete. We implement AutoGrader and test its effectiveness and performance with real-world programming problems and student submissions collected from an online programming site. Our experiment reveals that there are no false negatives using our proposed method and we detected 11 errors of online platform judges.",2019,"['approach:fully_automated', 'data:codechef', 'data_available:on_request', 'evaluation:auto_graders', 'feedback:test_output', 'interaction:unknown', 'language:python', 'skill:correctness', 'technique:model_solution_closeness', 'technique:model_solution_req', 'technique:pattern_matching', 'technique:trace_examination', 'tool:autograder', 'tool:pathgrind', 'tool:pin', 'type:description', 'type:evaluation']"
67,rayyan-354359348,Effectiveness of Real-Time Feedback and Instructive Hints in Graduate CS Courses via Automated Grading System,Lee HH,"In this paper, we present our findings on enhancing personalized learning with the help of our real-time automated grading system for a graduate-level CS course. In this course, students learned how to use widely-used open-source libraries, and worked on 15 programming assignments with the ultimate goal of building an end-to-end big data processing pipeline in the cloud.We implemented our automated system to evaluate the correctness and efficiency of students' Java projects and to dynamically provide appropriate hints. The instructor complemented this real-time feedback with detailed, personalized feedback through frequent code reviews. In addition, a live, anonymous scoreboard allowed students to access grading results as well as to see the progress of their peers. The scoreboard and instructive hint system motivated the students to make incremental changes and also to spend enough time on testing one's own code before submitting it.In a survey, 97% of the students agreed that our grading system and personalized feedback enhanced their learning experiences. Given the overwhelmingly positive feedback from students, we believe that our findings could be helpful for those who are using or consider adopting auto-grading systems with the ultimate goal of providing enhanced learning experiences.",2021,"['approach:semi_automatic', 'data:internal_assignments', 'data_available:False', 'evaluation:analytics', 'feedback:gamified', 'feedback:manual_personalised_feedback', 'feedback:unit_testing', 'interaction:multiple', 'language:java', 'skill:correctness', 'technique:ci', 'technique:unit_testing', 'tool:jenkins', 'type:description', 'type:evaluation']"
68,rayyan-354359349,Automatic Assessment of OpenGL Computer Graphics Assignments,"Wünsche BC,Chen Z,Shaw L,Suselo T,Leung KC,Dimalen D,Mark W,Luxton-Reilly A,Lobb R","Teaching and learning computer graphics is often considered challenging due to it requiring a diverse range of skills such as mathematics, programming, problem solving, and art and design. Assignments are a popular tool to support learning and to assess students' understanding. The value of such assignments depends on the ability to give fast (and ideally formative) feedback, and enabling students to interactively explore the solution space. This is often a problem, in particular for large classes, where assignment marking can take many days or even weeks. By the time feedback is received students often don't remember details, and there is usually no opportunity to resubmit and hence little motivation to reflect on and correct mistakes. Previous work on assessing Computer Graphics assignments is rare and restricted to evaluating the quality of 3D models produced by students - usually using some form of image or mesh comparison, which only considers the final result, but not how it was obtained. In this paper we describe how to adapt CodeRunner, a free open-source question-type plug-in for Moodle, to OpenGL assignments, and our experience of using it with a class of about 300 students. Results were overwhelmingly positive and students perceived the tool as having significantly improved their learning.",2018,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:student_survey', 'feedback:unclear', 'interaction:unknown', 'language:opengl', 'skill:correctness', 'technique:model_solution_req', 'technique:pattern_matching', 'technique:trace_examination', 'tool:coderunner', 'type:description', 'type:evaluation']"
69,rayyan-354359350,Auto-Grading Jupyter Notebooks,"Manzoor H,Naik A,Shaffer CA,North C,Edwards SH","Jupyter Notebooks are becoming more widely used, both for data science applications and as a convenient environment for learning Python. Currently, grading of assignments done in Jupyter Notebooks is typically done manually. Manual grading results in students receiving feedback only long after the assignment is complete. We implemented support for auto-grading programs written in Jupyter Notebooks within the Web-CAT auto-grading system. Scores received are directly reported to the Canvas gradebook. A Jupyter notebook extension allows students to upload their notebook files to Web-CAT directly. Survey results from class use show that 80% of students believe that getting immediate feedback from Web-CAT improved their performance. Instructors report that this implementation has significantly reduced their workload.",2020,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:student_survey', 'evaluation:teacher_survey', 'feedback:test_output', 'interaction:unknown', 'language:python', 'skill:correctness', 'technique:model_solution_req', 'technique:test_cases', 'technique:unit_testing', 'tool:juypter', 'tool:web_cat', 'type:description', 'type:evaluation']"
70,rayyan-354359351,Automated Critique of Early Programming Antipatterns,"Ureel II LC,Wallace C","The introductory programming lab, with small cycles of teaching, coding, testing, and critique from instructors, is an extraordinarily productive learning experience for novice programmers. We wish to extend the availability of such critique through automation, capturing the essence of interaction between student and instructor as closely as possible. Integrated Development Environments and Automated Grading Systems provide constant feedback through static analysis and unit testing. But we also wish to tailor automated feedback to acknowledge commonly recurring issues with novice programmers, in keeping with the practice of a human instructor. We argue that the kinds of mistakes that novice programmers make, and the way they are reported to the novices, deserve special care. In this paper we provide examples of early programming antipatterns that have arisen from our teaching experience, and describe different ways of identifying and dealing with them automatically through our tool WebTA. Novice students may produce code that is close to a correct solution but contains syntactic errors; WebTA attempts to salvage the promising portions of the student's submission and suggest repairs that are more meaningful than typical compiler error messages. Alternatively, a student misunderstanding may result in well-formed code that passes unit tests yet contains clear design flaws; through additional analysis, WebTA can identify and flag them. Finally, certain types of antipattern can be anticipated and flagged by the instructor, based on the context of the course and the programming exercise; WebTA allows for customizable critique triggers and messages.",2019,"['approach:fully_automated', 'data:none', 'data_available:False', 'evaluation:none', 'feedback:dsl_rules', 'feedback:personalised_feedback', 'interaction:unknown', 'language:java', 'skill:code_quality', 'skill:maintainability', 'technique:antipatterns', 'technique:pattern_matching', 'tool:webta', 'type:description']"
71,rayyan-354359352,A Tutoring System to Learn Code Refactoring,"Keuning H,Heeren B,Jeuring J","In the last few decades, numerous tutoring systems and assessment tools have been developed to support students with learning programming, giving hints on correcting errors, showing which test cases do not succeed, and grading their overall solutions. The focus has been less on helping students write code with good style and quality. There are several professional tools that can help, but they are not targeted at novice programmers.This paper describes a tutoring system that lets students practice with improving small programs that are already functionally correct. The system is based on rules that are extracted from input by teachers collected in a preliminary study, a subset of rules taken from professional tools, and other literature. Rules define how a code construct can be rewritten into a better variant, without changing its functionality. Rules can be combined to form rewrite strategies, similar to refactorings offered by most IDEs. The student can ask for hints and feedback at each step.We describe the design of the system, show example sessions, and evaluate and discuss its contribution and limitations.",2021,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:student_survey', 'evaluation:teacher_survey', 'feedback:dsl_rules', 'feedback:personalised_feedback', 'feedback:pre_defined_feedback', 'interaction:multiple', 'language:java', 'skill:code_quality', 'skill:refactoring', 'technique:pre_defined_questions', 'tool:refactortutor', 'type:description', 'type:evaluation']"
72,rayyan-354359353,Automating Systems Course Unit and Integration Testing: Experience Report,"Weikle DA,Lam MO,Kirkpatrick MS","Introducing software testing has taken on a greater importance in undergraduate computer science curricula in the last several years, with many departments using JUnit or other testing frameworks in the programming sequence and software engineering courses. We have developed an automated framework for unit and integration testing and grading for our intermediate-level systems course projects. Our system--designed to test C programs--combines the Check unit testing framework, custom Bash scripts for integration testing, and the Valgrind Memcheck memory leak detection tool. Although our courses use Linux, the framework is platform-independent and has been tested on a variety of other platforms. We have used this framework for seven semesters with four different instructors as part of the computer science program at a primarily undergraduate university with an emphasis on liberal arts. We distribute both public and private tests so that students get immediate feedback on their progress without knowing the actual contents of every test. We have observed that knowing their code is not completely working motivates more students to figure out what they don't understand before the project deadline. It also gives students examples of different levels of tests to use to debug their code, encourages them to develop a deeper understanding of the project specification, and reduces student anxiety about grades.",2019,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:anecdotal', 'feedback:test_output', 'interaction:multiple', 'language:C', 'skill:correctness', 'technique:test_cases', 'technique:unit_testing', 'tool:check', 'type:experience_report']"
73,rayyan-354359354,Teaching the Art of Functional Programming Using Automated Grading (Experience Report),"Hameer A,Pientka B","Online programming platforms have immense potential to improve students' educational experience. They make programming more accessible, as no installation is required; and automatic grading facilities provide students with immediate feedback on their code, allowing them to to fix bugs and address errors in their understanding right away. However, these graders tend to focus heavily on the functional correctness of a solution, neglecting other aspects of students' code and thereby causing students to miss out on a significant amount of valuable feedback. In this paper, we recount our experience in using the Learn-OCaml online programming platform to teach functional programming in a second-year university course on programming languages and paradigms. Moreover, we explore how to leverage Learn-OCaml's automated grading infrastructure to make it easy to write more expressive graders that give students feedback on properties of their code beyond simple input/output correctness, in order to effectively teach elements of functional programming style. In particular, we describe our extensions to the Learn-OCaml platform that evaluate students on test quality and code style. By providing these tools and a suite of our own homework problems and associated graders, we aim to promote functional programming education, enhance students' educational experience, and make teaching and learning typed functional programming more accessible to instructors and students alike, in our community and beyond.",2019,"['approach:fully_automated', 'data:none', 'data_available:False', 'evaluation:none', 'feedback:test_output', 'interaction:multiple', 'language:ocaml', 'skill:code_design', 'skill:correctness', 'skill:test_suite_quality', 'technique:dsl_rules', 'technique:mutation_testing', 'technique:pre_defined_questions', 'technique:style_check', 'technique:test_cases', 'technique:unit_testing', 'tool:learn_ocaml', 'type:experience_report']"
74,rayyan-354359355,"In-Class Coding-Based Summative Assessments: Tools, Challenges, and Experience","Ju A,Mehne B,Halle A,Fox A","Pencil-and-paper coding questions on computer science exams are unrealistic: real developers work at a keyboard with extensive resources at hand, rather than on paper with few or no notes. We address the challenge of administering a proctored exam in which students must write code that passes instructor-provided test cases as well as writing test cases of their own. The exam environment allows students broad access to Internet resources they would use for take-home programming assignments, while blocking their ability to use that facility for direct communication with colluders. Our system supports cumulative questions (in which later parts depend on correctly answering earlier parts) by allowing the test-taker to reveal one or more hints by sacrificing partial credit for the question. Autograders built into the exam environment provide immediate feedback to the student on their exam grade. In case of grade disputes, a virtual machine image reflecting all of the student's work is preserved for later inspection. While elements of our scheme have appeared in the literature (autograding, semi-locked-down computer environments for exam-taking, hint ""purchasing""), we believe we are the first to combine them into a system that enables realistic in-class coding-based exams with broad Internet access. We report on lessons and experience creating and administering such an exam, including autograding-related pitfalls for high-stakes exams, and invite others to use and improve on our tools and methods.",2018,"['approach:fully_automated', 'data:internal_exams', 'data_available:False', 'evaluation:student_survey', 'evaluation:usage', 'feedback:unit_testing', 'interaction:single', 'language:ruby', 'skill:correctness', 'technique:property_based_testing', 'technique:test_cases', 'technique:unit_testing', 'tool:none', 'type:description', 'type:evaluation']"
75,rayyan-354359357,Characterizing the Pedagogical Benefits of Adaptive Feedback for Compilation Errors by Novice Programmers,U. Z. Ahmed and R. Sindhgatta and N. Srivastava and A. Karkare,"Can automated adaptive feedback for correcting erroneous programs help novice programmers learn to code better? In a large-scale experiment, we compare student performance when tutored by human tutors, and when receiving automated adaptive feedback. The automated feedback was designed using one of two well-known instructional principles: (i) presenting the correct solution for the immediate problem, or (ii) presenting generated examples or analogies that guide towards the correct solution. We report empirical results from a large-scale (N = 480,10,000+ person hour) experiment assessing the efficacy of these automated compilation-error feedback tools. Using the survival analysis on error rates of students measured over seven weeks, we found that automated feedback allows students to resolve errors in their code more efficiently than students receiving manual feedback. However, we also found that this advantage is primarily logistical and not conceptual; the performance benefit seen during lab assignments disappeared during exams wherein feedback of any kind was withdrawn. We further found that the performance advantage of automated feedback over human tutors increases with problem complexity, and that feedback via example and specific repair have distinct, non-overlapping relative advantages for different categories of programming errors. Our results offer a clear and granular delimitation of the pedagogical benefits of automated feedback in teaching programming to novices.",2020,"['approach:fully_automated', 'data:internal_assignments', 'data_available:True', 'evaluation:with_without', 'feedback:hints', 'feedback:program_repair', 'interaction:multiple', 'language:C', 'skill:correctness', 'technique:program_repair', 'tool:Prutor', 'tool:tracer', 'type:evaluation_paper']"
76,rayyan-354359359,Integrating the evaluation of out of the platform autoevaluated programming exercises with personalized answer in Open edX,I. Despujol and L. Salom and C. Turró,"This paper describes a procedure to integrate personalized self-evaluated programming exercises created in an external programming interactive environment using a standard problem type of a MOOC platform, making use of the anonymized identifier provided by the platform. We will explain how to integrate auto evaluated programming exercises with personalized answers created with Python notebooks, using the standard problem types that Open edX provides. We will review the alternatives we evaluated and why we discarded them and explain our final workflow with an example problem in the edx platform. In our workflow the autoevaluated programming exercises are created as if we were doing some test-driven development where the problem is our functionality and the unit tests are actually the verifications done to generate hints and evaluate the students. Once the problem is designed the unit tests create a code, based on the answer and the Anonymous userID, code that is obfuscated using an encryption technique. That code is used as the answer of a standard Open edX problem, creating a completely automated personalized environment and avoiding the use of Open Response Assessment tools that depend on the correction of other students.",2020,"['approach:fully_automated', 'data:none', 'data_available:False', 'evaluation:anecdotal', 'feedback:test_output', 'interaction:multiple', 'language:python', 'skill:correctness', 'technique:test_cases', 'technique:unit_testing', 'tool:juypter', 'tool:mybinder', 'type:evaluation']"
77,rayyan-354359360,Promoting Code Quality via Automated Feedback on Student Submissions,O. Karnalim and Simon,"This research-to-practice work-in-progress paper presents an automated feedback tool that can be used in many teaching environments by integrating it with a web-based assessment submission system. Each time a student submits their work, they will automatically get feedback about aspects of the code quality. Automated feedback tools have been developed to educate students about code quality. However, integrating such a tool into an existing teaching environment can be challenging as these tools can depend on particular working environments, can be separate from the assessment submission system, or can require historical data. Our initial evaluation shows that the tool can be helpful as students do sometimes neglect to satisfy all code quality requirements. However, some false results are expected for spelling correction as student programs are not written in natural language. According to our quasi-experiments, the tool substantially reduces the number of word misspellings in comments due to their substantial frequency of occurrence.",2021,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:analytics', 'evaluation:with_without', 'feedback:hints', 'feedback:style_check', 'interaction:unknown', 'language:java', 'language:python', 'skill:code_quality', 'technique:static_analysis', 'tool:antlr', 'tool:ccs', 'type:description', 'type:evaluation']"
78,rayyan-354359361,TraceDiff: Debugging unexpected code behavior using trace divergences,R. Suzuki and G. Soares and A. Head and E. Glassman and R. Reis and M. Mongiovi and L. D'Antoni and B. Hartmann,"Recent advances in program synthesis offer means to automatically debug student submissions and generate personalized feedback in massive programming classrooms. When automatically generating feedback for programming assignments, a key challenge is designing pedagogically useful hints that are as effective as the manual feedback given by teachers. Through an analysis of teachers' hint-giving practices in 132 online Q&A posts, we establish three design guidelines that an effective feedback design should follow. Based on these guidelines, we develop a feedback system that leverages both program synthesis and visualization techniques. Our system compares the dynamic code execution of both incorrect and fixed code and highlights how the error leads to a difference in behavior and where the incorrect code trace diverges from the expected solution. Results from our study suggest that our system enables students to detect and fix bugs that are not caught by students using another existing visual debugging tool.",2017,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:compared_to_other_tools', 'evaluation:user_study', 'feedback:hints', 'feedback:visual_feedback', 'interaction:multiple', 'language:python', 'skill:correctness', 'technique:dynamic_analysis', 'technique:model_solution_req', 'technique:pattern_matching', 'technique:program_repair', 'technique:trace_examination', 'tool:pythontutor', 'tool:tracediff', 'type:description', 'type:evaluation']"
79,rayyan-354359362,Measure Students’ Contribution in Web Programming Projects by Exploring Source Code Repository,B. -A. Nguyen and K. -Y. Ho and H. -M. Chen,"Large scale software systems are usually developed by multiple teams. Communication and collaboration skills are required as essential skills of qualified developers in the modern environment, in addition to the technical hard skills of software engineering. Therefore, group projects are included in almost courses to train students' professional skills and teamwork abilities. However, in their group projects, most of the students are only required to accomplish functional requirements with limited awareness about the quality of the software. This issue seriously affects the development speed, since it is difficult for team members to read others' code during the development process. Hence, we propose a quality-driven assessment system for group projects with the capability of checking the coding style after each submission and providing immediate feedback to help student teams maintain the code quality for their group projects. Besides, to objectively assess the contribution of all students in group projects, we propose a set of repository mining metrics including two major categories of productivity and quality. A case study about the usage of the system and the proposed contribution evaluation metrics are introduced to illustrate the feasibility of our approach.",2020,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:analytics', 'feedback:style_check', 'interaction:multiple', 'language:web_languages', 'skill:code_quality', 'technique:ci', 'tool:progedu4group', 'tool:sonarfix', 'type:description', 'type:evaluation']"
80,rayyan-354359363,Investigating the Essential of Meaningful Automated Formative Feedback for Programming Assignments,Q. Hao and J. P. Wilson and C. Ottaway and N. Iriumi and K. Arakawa and D. H. Smith,"This study investigated the essential of meaningful automated feedback for programming assignments. Three different types of feedback were tested, including (a) What's wrong- what test cases were testing and which failed, (b) Gap comparisons between expected and actual outputs, and (c) Hint hints on how to fix problems if test cases failed. 46 students taking a CS2 participated in this study. They were divided into three groups, and the feedback configurations for each group were different: (1) Group One -What's wrong, (2) Group Two -What's wrong + Gap, (3) Group Three -What's wrong+ Gap + Hint. This study found that simply knowing what failed did not help students sufficiently, and might stimulate system gaming behavior. Hints were not found to be impactful on student performance or their usage of automated feedback. Based on the findings, this study provides practical guidance on the design of automated feedback.",2019,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:with_without', 'feedback:personalised_feedback', 'interaction:multiple', 'language:java', 'skill:correctness', 'technique:ci', 'technique:test_cases', 'tool:travis', 'type:evaluation_paper']"
81,rayyan-354359364,Evaluating Feedback Tools in Introductory Programming Classes,R. Reis and G. Soares and M. Mongiovi and W. L. Andrade,"This Research Full Paper presents a study on the evaluation of feedback tools in introductory programming classes. Recently, several tools have been proposed in order to provide guidance and help students overcome conceptual difficulties in programming education. Some tools leverage clustering algorithms and program repair techniques to automatically generate personalized hints for students' incorrect programs. In contrast, some teachers choose to present students with program visualization tools to help them understand the dynamic execution of a source code. These tools are used to help students get correct solutions for programming assignments. However, due to limitations in assessments, it is still unclear how effective the feedback provided by these tools is. In this study, we analyzed the effectiveness of a tool for generating personalized hints and a tool for visualizing programs. To do so, we conducted a user study in which students, assisted by these tools, implemented solutions for three programming problems. Our results show that personalized hints can significantly reduce student's effort to get correct solutions. In addition, personalized hints can provide students with an understanding of problem solving similar to when using test cases. However, students who used the program visualization tool got lower post-test performance than using other tools.",2019,"['approach:fully_automated', 'data:bespoke_assignment', 'data_available:False', 'evaluation:user_study', 'evaluation:with_without', 'feedback:hints', 'feedback:visual_feedback', 'interaction:multiple', 'language:python', 'skill:correctness', 'technique:test_cases', 'tool:clara', 'tool:pythontutor', 'type:evaluation_paper']"
82,rayyan-354359366,End-to-End Automation of Feedback on Student Assembly Programs,Z. Liu and T. Liu and Q. Li and W. Luo and S. S. Lumetta,"We developed a set of tools designed to provide rapid feedback to students as they learn to write programs in assembly language (LC-3, a RISC-like educational instruction set architecture). At the heart of the system is an extended version of KLEE, KLC3, that enables us to both identify issues and perform equivalence checking between student code and a gold (correct) version of each assignment. Feedback begins when students edit their code using a VSCode extension that leverages static analysis to perform a variety of correctness and style checks, encouraging students to improve their code quality. Each time a student commits code to their Git repository, our system triggers. Using KLC3 (KLEE), the student code is executed along with the gold version, and issues and behavioral differences are delivered back to the student through their Git repository as a human-readable report, test cases, and scripts. A queueing system allows students to monitor progress, but responses are generally available within minutes. We also extended the LC-3 simulation tools to support reverse debugging, making the process of finding complex bugs much more tractable for students, and used Emscripten to develop a browser-based interface for use in testing and debugging. Finally, our system maintains an individual regression test suite for each student and requires a submission to pass all previous tests before re-evaluation in KLC3, thus avoiding encouraging programming-by-guesswork. We deployed the system to provide feedback for the assembly programming assignments in a class of over 100 students in Fall 2020. Students wrote a median of around 700 lines of assembly for these assignments, making heavy use of our tools to understand and eliminate their bugs. Anonymous student feedback on the tools was uniformly positive. Since that semester, we have continued to refine and expand our tools’ analysis capabilities and performance, and plan to deploy the system again in the near future (the class is offered every Fall).",2021,"['approach:fully_automated', 'data:none', 'data_available:False', 'evaluation:student_survey', 'evaluation:with_without', 'feedback:static_analysis', 'feedback:style_check', 'interaction:multiple', 'language:assesmbly', 'skill:correctness', 'technique:static_analysis', 'technique:test_case_generation', 'technique:test_cases', 'tool:LC_3', 'tool:klc3', 'tool:klee', 'type:description', 'type:evaluation']"
83,rayyan-354359367,Targeted Example Generation for Compilation Errors,U. Z. Ahmed and R. Sindhgatta and N. Srivastava and A. Karkare,"We present TEGCER, an automated feedback tool for novice programmers. TEGCER uses supervised classification to match compilation errors in new code submissions with relevant pre-existing errors, submitted by other students before. The dense neural network used to perform this classification task is trained on 15000+ error-repair code examples. The proposed model yields a test set classification Pred@3 accuracy of 97.7% across 212 error category labels. Using this model as its base, TEGCER presents students with the closest relevant examples of solutions for their specific error on demand. A large scale (N>230) usability study shows that students who use TEGCER are able to resolve errors more than 25% faster on average than students being assisted by human tutors.",2019,"['approach:fully_automated', 'data:internal_assignments', 'data_available:True', 'evaluation:compared_to_human', 'evaluation:with_without', 'feedback:program_repair', 'interaction:unknown', 'language:C', 'skill:correctness', 'technique:code_repair_for_feedback', 'technique:ml', 'technique:program_repair', 'tool:Prutor', 'tool:tegcer', 'type:description', 'type:evaluation']"
84,rayyan-354359368,How Automated Feedback is Delivered Matters: Formative Feedback and Knowledge Transfer,Q. Hao and M. Tsikerdekis,"This Full Research Paper investigated the correlations of automated formative feedback and student knowledge transfer in an advanced-level network course. A microservice of automated formative feedback was designed and implemented. The automated feedback was set up to address correctness and coding style along a series of milestones in finishing each of the assigned programming projects. 36 students participated in this study. Different from the concerns of prior studies that automated formative feedback may encourage trial & error and harm learning, this study identified a link between the automated formative feedback and student knowledge transfer. The results of this study confirmed positive findings from other fields on formative feedback, and call for more research on formative feedback in computing education.",2019,"['approach:fully_automated', 'data:internal_assignments', 'data:internal_exams', 'data_available:False', 'evaluation:student_survey', 'feedback:style_check', 'feedback:test_output', 'interaction:multiple', 'language:unknown_language', 'skill:code_quality', 'skill:correctness', 'technique:static_analysis', 'technique:test_cases', 'tool:pylint', 'type:description', 'type:evaluation']"
